Hotel Name,Rating,Rating Description,Reviews,Star Rating,Location,Nearest Landmark,Distance to Landmark,Price,Tax,place
Hotel Airlink,3.8,Very Good,387.0,3.0,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,950 m ,"3,204",798,Mumbai
The Fern Goregaon,4.2,Very Good,1842.0,5.0,Goregaon ,T1 - Chhatrapati Shivaji International Airport,8.9 km ,"7,988","2,405",Mumbai
Mirage Hotel,4.1,Very Good,1820.0,4.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,1.7 km ,"6,126","1,251",Mumbai
"RELOhomes | 1 BHK Apartment
Like a 4",4.6,Excellent,45.0,,Powai ,T2 - Chhatrapati Shivaji International Airport,7.7 km ,"5,721","1,420",Mumbai
Click Hotel Caliph,3.3,Good,834.0,3.0,Powai ,T2 - Chhatrapati Shivaji International Airport,5.4 km ,"4,500",,Mumbai
HOTEL LEAFIO MARIGOLD,3.7,Very Good,1387.0,3.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,2.2 km ,"3,162",748,Mumbai
"Keys Select by Lemon Tree Hotels, Nestor, Mumbai",3.5,Very Good,1528.0,3.0,Andheri East ,T2 - Chhatrapati Shivaji International Airport,3.0 km ,"3,623","1,288",Mumbai
Hotel Sea Princess,4.1,Very Good,1762.0,5.0,Juhu ,T1 - Chhatrapati Shivaji International Airport,5.6 km ,"7,952","2,138",Mumbai
HOTEL WEGO,4.1,Very Good,1335.0,3.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,2.2 km ,"3,495","1,128",Mumbai
Rodas - An Ecotel Hotel,4.4,Excellent,795.0,3.0,Powai ,T2 - Chhatrapati Shivaji International Airport,7.0 km ,"7,998","2,150",Mumbai
The Westin Mumbai Powai Lake,4.3,Excellent,1282.0,5.0,Powai ,T2 - Chhatrapati Shivaji International Airport,6.7 km ,"9,000",,Mumbai
Mayura Aureole Co-Living,4.2,Very Good,143.0,,Goregaon ,T1 - Chhatrapati Shivaji International Airport,8.4 km ,"1,496",418,Mumbai
Sea Green Hotel,3.8,Very Good,1203.0,3.0,Churchgate ,Queen's Necklace - Marine Drive,450 m ,"4,692","1,265",Mumbai
ibis Mumbai Vikhroli - An Accor Brand,3.9,Very Good,327.0,4.0,Vikhroli West ,T2 - Chhatrapati Shivaji International Airport,9.5 km ,"6,299",,Mumbai
Aboo's Concord Galaxy,3.3,Good,798.0,3.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,1.9 km ,"3,228",831,Mumbai
The Paradise by Tunga,4.0,Very Good,1202.0,3.0,Andheri East ,T2 - Chhatrapati Shivaji International Airport,3.4 km ,"5,864","1,424",Mumbai
Address Dormitory,4.0,Very Good,240.0,,Andheri East ,T2 - Chhatrapati Shivaji International Airport,3.2 km ,404,113,Mumbai
Arnna Hotel - Goregaon,3.8,Very Good,135.0,3.0,Goregaon ,T1 - Chhatrapati Shivaji International Airport,7.9 km ,"2,919",830,Mumbai
Ramee Guestline Hotel - Dadar,4.1,Very Good,774.0,4.0,South Mumbai,,,"6,814","1,612",Mumbai
Hotel Metro Palace,3.6,Very Good,1167.0,3.0,Bandra West ,Band Stand,2.5 km ,"4,064",495,Mumbai
Hotel Manama,3.5,Very Good,1566.0,3.0,South Mumbai ,Gateway Of India Mumbai,2.3 km ,"3,158",747,Mumbai
Aashiyana Dormitory,3.1,Good,277.0,,South Mumbai ,Gateway Of India Mumbai,2.4 km ,630,176,Mumbai
T24 Residency,4.0,Very Good,2465.0,4.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,2.0 km ,"4,099",,Mumbai
"The Taj Mahal Palace, Mumbai",4.7,Excellent,802.0,5.0,Colaba ,Gateway Of India Mumbai,280 m ,"27,000",,Mumbai
The Roa Hotel,3.7,Very Good,1300.0,3.0,Ghatkopar West ,T2 - Chhatrapati Shivaji International Airport,5.5 km ,"2,976",608,Mumbai
Hotel Leafio,3.5,Very Good,1919.0,3.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,3.1 km ,"2,199",264,Mumbai
The Byke Delotel,3.8,Very Good,419.0,3.0,Borivali West,,,"3,183",903,Mumbai
The Empresa Hotel,3.8,Very Good,701.0,4.0,Andheri West ,T1 - Chhatrapati Shivaji International Airport,7.6 km ,"8,099","1,458",Mumbai
HOTEL KOHINOOR PARK,3.8,Very Good,592.0,3.0,South Mumbai ,Siddhivinayak Temple,480 m ,"3,596","1,118",Mumbai
The Altruist Business Hotel (Andheri),3.6,Very Good,1257.0,3.0,Jogeshwari East ,T1 - Chhatrapati Shivaji International Airport,4.5 km ,"2,763",711,Mumbai
Hotel Parle International,3.7,Very Good,3158.0,3.0,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,1.9 km ,"4,836","1,052",Mumbai
Ocean Dormitory,3.6,Very Good,67.0,,Asalpha ,T2 - Chhatrapati Shivaji International Airport,3.7 km ,925,249,Mumbai
Hotel Beacon T2,3.2,Good,955.0,4.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,3.9 km ,"3,600",851,Mumbai
Hotel Columbus,3.6,Very Good,1401.0,3.0,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,1.5 km ,"2,608",567,Mumbai
Sea Green South Hotel,3.9,Very Good,985.0,3.0,Churchgate ,Queen's Necklace - Marine Drive,440 m ,"5,583","1,389",Mumbai
Hotel Suba International,4.3,Excellent,683.0,4.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,2.0 km ,"6,700",,Mumbai
Classic Dormitory,3.8,Very Good,123.0,,Andheri East ,T2 - Chhatrapati Shivaji International Airport,3.5 km ,572,145,Mumbai
The Resort Mumbai,4.2,Very Good,3937.0,5.0,Madh,,,"11,811","3,556",Mumbai
The Mirador,3.7,Very Good,384.0,4.0,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,3.2 km ,"6,750",810,Mumbai
The Sahil Hotel,4.2,Very Good,1587.0,4.0,South Mumbai ,Mumbai Central Bus Terminus,610 m ,"4,650","1,100",Mumbai
Avion Hotel,3.3,Good,1154.0,3.0,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,1.6 km ,"4,205","1,033",Mumbai
Blossom Dormitory ( For Male and Female),3.6,Very Good,214.0,,Sakinaka ,T2 - Chhatrapati Shivaji International Airport,3.4 km ,678,189,Mumbai
Comfort Inn Heritage,3.9,Very Good,963.0,4.0,South Mumbai,,,"4,743","1,122",Mumbai
Hotel Planet Residency,3.8,Very Good,1064.0,3.0,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,2.2 km ,"3,726","1,028",Mumbai
Hotel Kohinoor Elite,4.1,Very Good,2183.0,4.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,6.1 km ,"7,250",,Mumbai
Residency Hotel Andheri,4.0,Very Good,1866.0,4.0,Andheri East ,T1 - Chhatrapati Shivaji International Airport,3.2 km ,"4,883","1,155",Mumbai
Gokulam Park,4.1,Very Good,1058.0,4.0,Chithirapuram ,city centre,10.2 km ,"2,728",574,Munnar
Sterling Munnar,3.8,Very Good,1088.0,4.0,Chinnakanal ,city centre,19.2 km ,"4,451",969,Munnar
Issacs Residency,4.1,Very Good,322.0,3.0,Central Munnar ,Attukal Waterfalls,950 m ,"2,758",684,Munnar
Tea Valley Resort,4.3,Excellent,1337.0,4.0,Pallivasal ,city centre,4.8 km ,"2,675",756,Munnar
Grand Plaza,4.3,Excellent,1058.0,4.0,Moolakadai ,Attukal Waterfalls,1.9 km ,"3,203",654,Munnar
Misty Mountain Resort,4.2,Very Good,1934.0,4.0,Pallivasal ,city centre,7.5 km ,"3,145",848,Munnar
Eastend Munnar,3.9,Very Good,437.0,4.0,Central Munnar ,Attukal Waterfalls,770 m ,"3,493",713,Munnar
Seven Springs Plantation Resort,3.7,Very Good,6.0,3.0,Laxmi Estate ,city centre,12.3 km ,"2,255",554,Munnar
Clouds Valley Leisure Hotel,4.0,Very Good,599.0,4.0,Near Munnar Bus Stand ,Attukal Waterfalls,2.2 km ,"2,595",530,Munnar
Broad Bean Resort & Spa,4.1,Very Good,249.0,5.0,Muthirapuzhayar Road ,city centre,13.1 km ,"5,583","1,141",Munnar
KTDC Tea County,4.4,Excellent,851.0,4.0,Central Munnar ,Attukal Waterfalls,1.7 km ,"5,022","1,026",Munnar
Parakkat Nature Resorts,4.3,Excellent,1310.0,5.0,Pallivasal ,city centre,7.8 km ,"9,977","2,682",Munnar
"Chithirapuram Palace | Rooms & Restaurant
Like a 3",4.5,Excellent,96.0,,Chithirapuram ,city centre,10.8 km ,"2,494",634,Munnar
Devonshire Greens - The Leisure Hotel & Spa,3.9,Very Good,431.0,5.0,Pallivasal ,city centre,5.9 km ,"4,815","1,177",Munnar
Sn Holiday Home,4.2,Very Good,369.0,,Anachal ,city centre,11.1 km ,966,229,Munnar
Vibe Munnar,4.6,Excellent,136.0,5.0,Ettycity Road ,city centre,13.1 km ,"7,905","2,380",Munnar
Landy Queen Homestay | Rooms & Caretaker,4.5,Excellent,188.0,,Central Munnar ,Attukal Waterfalls,1.1 km ,"1,279",269,Munnar
juSTa Rangers Munnar,4.2,Very Good,188.0,4.0,Adimali ,city centre,23.8 km ,"3,481",946,Munnar
The Panoramic Getaway,4.6,Excellent,939.0,5.0,Chithirapuram ,city centre,9.8 km ,"11,974","4,617",Munnar
Hotel Hillview,3.9,Very Good,501.0,4.0,Moolakadai ,Attukal Waterfalls,2.5 km ,"2,820",693,Munnar
Tea Castle,3.8,Very Good,157.0,3.0,Chithirapuram ,city centre,9.3 km ,"1,791",366,Munnar
"Tulsi Village Retreat | Treehouse & Cabin Stays
Like a 3",3.9,Very Good,352.0,,Adimali ,city centre,21.6 km ,"1,545",346,Munnar
Elixir Hills Suites Resort & Spa,4.2,Very Good,986.0,5.0,Laxmi Estate ,city centre,13.0 km ,"7,784","2,092",Munnar
Bellmount Resorts,3.9,Very Good,1204.0,3.0,Central Munnar ,Attukal Waterfalls,860 m ,"2,364",586,Munnar
Amber Dale Luxury Hotel and Spa,4.4,Excellent,1047.0,5.0,Pallivasal ,city centre,6.4 km ,"5,661","1,216",Munnar
"Jungle Jive Tree House | Rooms in a Homestay
Like a 3",3.8,Very Good,10.0,,Munnar ,city centre,15.0 km ,"5,204","1,134",Munnar
Abad Copper Castle Hill Valley Resort,4.2,Very Good,366.0,4.0,Near Pothamedu Viewpoint ,city centre,3.3 km ,"4,910",,Munnar
Chandys Windy Woods,4.8,Excellent,355.0,5.0,Chithirapuram ,city centre,8.8 km ,"9,000",,Munnar
Elysium Garden,4.0,Very Good,844.0,4.0,Central Munnar ,Attukal Waterfalls,2.0 km ,"3,320",678,Munnar
The Siena Village,4.4,Excellent,551.0,4.0,Chinnakanal ,city centre,20.6 km ,"3,974",865,Munnar
"Munnar Ice Queen | Rooms & Cottages
Like a 3",4.7,Excellent,112.0,,Muthuvaankudi ,city centre,13.4 km ,"2,410",596,Munnar
Queen Of Munnar | Rooms in a Homestay,2.8,Average,252.0,,Central Munnar ,Attukal Waterfalls,2.2 km ,978,156,Munnar
Le Celestium,3.6,Very Good,478.0,3.0,Central Munnar ,Attukal Waterfalls,1.7 km ,"1,674",378,Munnar
Mercys Munnar Homestay | Room & Caretaker,3.9,Very Good,48.0,,Munnar ,city centre,17.8 km ,930,290,Munnar
Star Emirates Luxury Resort And Spa,4.2,Very Good,289.0,4.0,Ambazhachal ,city centre,13.8 km ,"2,832",875,Munnar
The Hosteller Munnar,4.2,Very Good,142.0,,Periyakanal-Muttukad Road ,city centre,22.8 km ,"3,629",792,Munnar
ELEPHANT PASSAGE,4.6,Excellent,235.0,5.0,Anachal ,city centre,11.9 km ,"10,881","2,925",Munnar
Dream Coconut Villa Resort,4.1,Very Good,219.0,3.0,Chithirapuram ,city centre,11.0 km ,"2,543",519,Munnar
Fragrant Nature Munnar,4.5,Excellent,228.0,5.0,Pallivasal ,city centre,4.3 km ,"10,400","1,872",Munnar
Munnar Castle,3.8,Very Good,519.0,3.0,Central Munnar ,Attukal Waterfalls,1.7 km ,"2,365",930,Munnar
Westwood Riverside Garden Resort,3.4,Good,301.0,3.0,Moolakadai ,Attukal Waterfalls,2.0 km ,"2,428",711,Munnar
Snow Line Resort,4.3,Excellent,165.0,3.0,Chithirapuram ,city centre,10.4 km ,"2,763",653,Munnar
HOTEL WHITE HOUSE,4.4,Excellent,82.0,4.0,Anachal ,city centre,11.1 km ,"5,631","1,346",Munnar
Green Trees,3.1,Good,54.0,3.0,Chithirapuram ,city centre,10.9 km ,"2,706",589,Munnar
Munnar Summer Castle,4.0,Very Good,40.0,3.0,Ettycity Road ,city centre,12.3 km ,"2,930",599,Munnar
Mountain Club Resort Munnar,4.3,Excellent,420.0,5.0,Chinnakanal ,city centre,21.3 km ,"9,417","2,531",Munnar
AMUSE VISTA RESORTS AND SPA,3.9,Very Good,152.0,4.0,Anachal ,city centre,11.1 km ,"2,228",567,Munnar
Grace Munnar,3.9,Very Good,43.0,,Munnar ,city centre,14.1 km ,"1,814",429,Munnar
MehaKira Holiday Inn | Room & Caretaker,3.9,Very Good,230.0,,Central Munnar ,Attukal Waterfalls,2.0 km ,"1,347",352,Munnar
The Club Munnar,3.1,Good,101.0,3.0,Devikulam ,city centre,14.2 km ,"2,630",557,Munnar
Palmtree Leaf Munnar,4.2,Very Good,113.0,3.0,Ettycity Road ,city centre,11.3 km ,"2,696",638,Munnar
Casa Montana,4.2,Very Good,396.0,3.0,Near Munnar Bus Stand ,Attukal Waterfalls,2.2 km ,"3,627",741,Munnar
"Bison Valley Homestay | Rooms & Caretaker
Like a 3",4.4,Excellent,54.0,,Bison Valley ,city centre,21.6 km ,"2,011",506,Munnar
Munnar Tea Hills Resort,4.1,Very Good,443.0,4.0,Anachal ,city centre,10.5 km ,"4,519",923,Munnar
SpiceTree Munnar Boutique Resort,4.6,Excellent,85.0,5.0,Periyakanal-Muttukad Road ,city centre,22.6 km ,"10,631","3,038",Munnar
Southern Panorama Indriya Resorts,4.0,Very Good,89.0,5.0,Pottankadu ,city centre,15.6 km ,"3,412",953,Munnar
La Flora Spicewood,3.4,Good,45.0,,Suryanelli ,city centre,22.4 km ,"1,041",213,Munnar
"Cloud Castle Resorts And Spa, Munnar",4.2,Very Good,103.0,4.0,Anachal ,city centre,10.8 km ,"3,349",860,Munnar
Tea Garden Riverside,4.2,Very Good,128.0,,Moolakadai ,Attukal Waterfalls,1.3 km ,"2,177",445,Munnar
The Lake View Resort Munnar,3.7,Very Good,192.0,4.0,Anachal ,city centre,12.3 km ,"6,277",472,Munnar
Ragamaya Resort & Spa Munnar,4.3,Excellent,336.0,5.0,Munnar ,city centre,23.6 km ,"6,057","1,237",Munnar
"Dew Drops Farm Resorts | Rooms & Guided Treks
Like a 3",4.3,Excellent,437.0,,Adimali ,city centre,19.2 km ,"1,719",410,Munnar
Indrizzo Spice Valley Resort,3.5,Very Good,52.0,3.0,Chithirapuram ,city centre,10.3 km ,"1,674",342,Munnar
Munnar Inn,3.6,Very Good,232.0,2.0,Central Munnar ,Attukal Waterfalls,440 m ,"2,046",484,Munnar
The Wild Trails Munnar,4.7,Excellent,51.0,4.0,Mankulam ,city centre,19.5 km ,"7,374","1,982",Munnar
Forest Haven Resort,3.6,Very Good,246.0,3.0,Kallar Vattiyar ,city centre,16.4 km ,"2,046",418,Munnar
The Regalia Munnar,4.1,Very Good,189.0,3.0,Chinnakanal ,city centre,21.4 km ,"2,371",484,Munnar
Mist Inn Resort,3.6,Very Good,100.0,3.0,Pallivasal ,city centre,8.1 km ,"3,255",665,Munnar
Swiss County,4.5,Excellent,328.0,4.0,Chithirapuram ,city centre,10.2 km ,"3,447",847,Munnar
The Fog Munnar (Resort & Spa),4.5,Excellent,292.0,5.0,Ettycity Road ,city centre,13.2 km ,"8,103","2,178",Munnar
Skylark Holidays | Rooms & Caretaker,4.1,Very Good,17.0,,Chinnakanal ,city centre,20.6 km ,"3,317",684,Munnar
Deshadan Mountain Resort- The highest resort in Munnar,4.3,Excellent,395.0,4.0,Pallivasal ,city centre,5.8 km ,"3,953",808,Munnar
Nature Zone Jungle Resort,4.1,Very Good,187.0,4.0,Pallivasal ,city centre,6.6 km ,"6,862","2,124",Munnar
Lumino Highrange Homestay | Room & Guided Treks,3.2,Good,221.0,,Moolakadai ,Attukal Waterfalls,1.3 km ,"1,014",223,Munnar
"Taj Club House, Chennai",4.3,Excellent,2000.0,5.0,Royapettah,,,"6,390",767,Chennai
The Park Chennai,3.7,Very Good,8366.0,5.0,Near US Consulate,,,"7,198","2,167",Chennai
"Taj Fisherman's Cove Resort & Spa, Chennai",4.3,Excellent,1856.0,5.0,Covelong ,city centre,36.3 km ,"12,555","2,260",Chennai
Hotel Savera,4.0,Very Good,7458.0,4.0,Mylapore,,,"4,612","1,091",Chennai
Ibis Chennai OMR - An Accor Brand,4.1,Very Good,2545.0,4.0,Sholinganallur,,,"3,345",,Chennai
"Taj Coromandel, Chennai",4.5,Excellent,784.0,5.0,Near US Consulate,,,"11,200",,Chennai
Courtyard by Marriott Chennai,4.2,Very Good,1208.0,4.0,Mount road,,,"7,500",,Chennai
Radisson Blu Hotel Chennai City Centre,4.3,Excellent,3991.0,5.0,Egmore,,,"9,443",,Chennai
FIRST INN HOTELS,3.8,Very Good,214.0,,Perungudi,,,"2,907",594,Chennai
Ibis Chennai City Centre - An Accor Brand,3.9,Very Good,2213.0,3.0,Mount road ,Thousand Lights Mosque,540 m ,"5,299",,Chennai
Rohaan Inns - UPAR Ashok Nagar,4.1,Very Good,179.0,,Ashok Nagar ,Chennai Airport,9.4 km ,"1,771",495,Chennai
"Vivanta Chennai, IT Expressway",4.4,Excellent,1601.0,5.0,Sholinganallur,,,"7,360",,Chennai
"Taj Connemara, Chennai",4.5,Excellent,1215.0,5.0,Chennai,,,"7,600","1,368",Chennai
Four Points by Sheraton Chennai OMR,4.1,Very Good,2314.0,4.0,Sholinganallur,,,"5,859","1,197",Chennai
Ramada Plaza by Wyndham,4.5,Excellent,3185.0,5.0,Saidapet ,Chennai Airport,7.6 km ,"7,533","2,554",Chennai
Citadines OMRChennai,4.4,Excellent,1714.0,5.0,Sholinganallur,,,"11,340",,Chennai
The Leela Palace Chennai,4.5,Excellent,1261.0,5.0,Raja Annamalai Puram,,,"10,800",,Chennai
"The Raintree, Annasalai",4.4,Excellent,2376.0,5.0,Mount road,,,"7,299",,Chennai
Hablis,4.2,Very Good,4529.0,4.0,Mount road ,Chennai Airport,5.9 km ,"5,271","1,124",Chennai
Novotel Chennai Chamiers Road,4.3,Excellent,1002.0,5.0,Nandanam,,,"7,391",,Chennai
The Residency,4.2,Very Good,1714.0,4.0,T Nagar,,,"5,336","1,455",Chennai
The Residency Towers,4.3,Excellent,1151.0,5.0,T Nagar,,,"6,696","1,826",Chennai
Novotel Chennai OMR - An Accor Brand,4.3,Excellent,1001.0,5.0,Sholinganallur,,,"6,134",,Chennai
Hotel Southern Comfort ( Chennai Airport ),3.6,Very Good,2962.0,3.0,Chennai Airport ,Chennai Airport,1.3 km ,"2,870",757,Chennai
Lemon Tree Hotel Chennai,3.6,Very Good,3059.0,4.0,Saidapet ,Chennai Airport,7.8 km ,"2,487",903,Chennai
The Pride Hotel Chennai,3.6,Very Good,1911.0,4.0,Kilpauk,,,"3,399",408,Chennai
"Ginger Chennai, Vadapalani",3.5,Very Good,2282.0,3.0,Vadapalani,,,"2,699",,Chennai
UPAR Nungambakkam,4.1,Very Good,281.0,,Nungambakkam,,,"2,716",633,Chennai
Ginger Chennai,3.5,Very Good,2071.0,3.0,Tharamani,,,"3,299",,Chennai
Holiday Inn Express Chennai OMR Thoraipakkam,3.5,Very Good,2087.0,4.0,Thoraipakkam,,,"3,680",480,Chennai
Raj Park Chennai,3.6,Very Good,1158.0,4.0,Teynampet,,,"3,953",935,Chennai
"UPAR Uthandi, ECR
Like a 3",3.6,Very Good,94.0,,East Coast Road (ECR),,,"1,317",397,Chennai
Hotel Abu Palace,3.4,Good,1592.0,4.0,Purasawalkam ,Chennai Egmore Railway Station,920 m ,"2,947",789,Chennai
Ramada Chennai Egmore,3.9,Very Good,4600.0,4.0,Egmore,,,"4,557","1,078",Chennai
Hyatt Regency Chennai,4.1,Very Good,1152.0,5.0,Teynampet,,,"7,499",,Chennai
"Lemon Tree Hotel, Shimona, Chennai",4.0,Very Good,1288.0,4.0,Manapakkam ,Chennai Airport,9.0 km ,"2,819","1,115",Chennai
Trident Chennai,4.5,Excellent,1140.0,5.0,Chennai Airport ,Chennai Airport,3.0 km ,"12,750",,Chennai
Holiday Inn Chennai OMR IT Expressway,4.2,Very Good,1676.0,5.0,Thiruvanmiyur,,,"7,499",,Chennai
Ibis Chennai SIPCOT - An Accor Brand,4.0,Very Good,1479.0,3.0,Egatoor ,city centre,31.2 km ,"3,299",,Chennai
The Accord Metropolitan,4.1,Very Good,2220.0,5.0,T Nagar,,,"6,500","1,957",Chennai
Park Hyatt Chennai,4.5,Excellent,525.0,5.0,Guindy ,Chennai Airport,7.8 km ,"9,000",,Chennai
OYO Home Fantasea Uthandi Near Juhu Beach,1.9,Poor,7.0,,Uthandi,,,769,40,Chennai
Gokulam Park Sabari - Siruseri SIPCOT,4.2,Very Good,1271.0,4.0,Navallur,,,"5,719","1,244",Chennai
BOULEVARD BY DESIGN HOTEL,4.1,Very Good,821.0,4.0,Velachery ,Chennai Airport,8.7 km ,"4,860","1,026",Chennai
Fairfield by Marriott Chennai OMR,4.2,Very Good,983.0,4.0,Sholinganallur,,,"4,850",,Chennai
ITC Grand Chola - A Luxury Collection Hotel,4.4,Excellent,2603.0,5.0,Guindy ,Chennai Airport,7.8 km ,"12,500",,Chennai
The Ambassador Pallava,4.0,Very Good,1926.0,4.0,Egmore,,,"8,079","2,432",Chennai
Le Royal Meridien,3.9,Very Good,1968.0,5.0,Mount road ,Chennai Airport,5.6 km ,"9,000",,Chennai
"Taj Wellington Mews, Chennai",4.7,Excellent,327.0,5.0,Tharamani,,,"10,560",,Chennai
Novotel Chennai Sipcot - An Accor Brand,4.3,Excellent,855.0,5.0,Egatoor ,city centre,31.6 km ,"8,138",,Chennai
The Mount Manor,3.4,Good,874.0,3.0,Chennai Airport ,Chennai Airport,3.8 km ,"2,350",634,Chennai
Green Park Chennai,4.2,Very Good,1503.0,5.0,Vadapalani,,,"6,696","1,368",Chennai
Mango Hill central Chennai,3.2,Good,196.0,3.0,T Nagar,,,"3,314",677,Chennai
Venture Park,3.5,Very Good,1192.0,3.0,Thoraipakkam,,,"1,315",339,Chennai
Grand Chennai by GRT Hotels,4.5,Excellent,1535.0,5.0,T Nagar,,,"8,550","1,710",Chennai
"Season 4 Residences, Nungambakkam",3.7,Very Good,101.0,,Near US Consulate,,,"2,591",620,Chennai
Ginger Chennai OMR,4.5,Excellent,161.0,3.0,Navallur,,,"2,479",,Chennai
Hotel Pandian,3.5,Very Good,2322.0,2.0,Egmore,,,"1,595",342,Chennai
Hilton Chennai,4.3,Excellent,811.0,5.0,Guindy ,Chennai Airport,8.2 km ,"11,000",,Chennai
FORTEL,3.5,Very Good,502.0,,Egmore,,,"3,118",703,Chennai
Royal Park,3.1,Good,10.0,,Near Marina Beach,,,"1,351",407,Chennai
Fairfield by Marriott Chennai Mahindra World City,4.2,Very Good,442.0,4.0,Mahindra World City ,city centre,45.7 km ,"5,533","1,130",Chennai
Crossway Parklane Airport Hotel,3.2,Good,517.0,3.0,Meenambakkam ,Chennai Airport,2.9 km ,"2,544",574,Chennai
Hotel Ashok Residency,3.7,Very Good,559.0,3.0,Porur,,,"4,290",933,Chennai
Hotel Greens Gate (Near Central station),3.6,Very Good,1869.0,,Poongavanapuram,,,"1,887",498,Chennai
HOTEL RANJITH,4.0,Very Good,159.0,3.0,Near US Consulate,,,"5,208","1,064",Chennai
"Welcomhotel by ITC Hotels, GST Road, Chennai",4.2,Very Good,510.0,5.0,Singaperumal Koil ,city centre,43.6 km ,"7,200",,Chennai
Regenta Central RS Chennai SIPCOT OMR,4.4,Excellent,740.0,4.0,Egatoor ,city centre,31.6 km ,"3,824",459,Chennai
CRESCENT PARK (near US Consulate Chennai),4.1,Very Good,284.0,3.0,Nungambakkam,,,"2,307",471,Chennai
Harrisons,4.0,Very Good,604.0,3.0,Nungambakkam,,,"3,906",798,Chennai
MGM Beach Resorts (15Kms before Mahabalipuram),3.9,Very Good,2900.0,4.0,Muttukadu ,city centre,31.8 km ,"25,110","7,812",Chennai
PARK PLAZA CHENNAI OMR,4.0,Very Good,198.0,5.0,Thoraipakkam,,,"4,200",,Chennai
Feathers A Radha Hotel Chennai,4.3,Excellent,447.0,5.0,Manapakkam ,Chennai Airport,9.7 km ,"8,999",,Chennai
V7 HOTEL,3.2,Good,1120.0,3.0,Porur,,,"3,667",896,Chennai
"Keys Select by Lemon Tree Hotels, Katti-Ma, Chennai",3.7,Very Good,400.0,3.0,Adyar,,,"2,240",796,Chennai
Hostel Gandhi,4.2,Very Good,109.0,,Saidapet ,Chennai Airport,8.0 km ,"1,307",107,Chennai
Grand Cascade,3.6,Very Good,1402.0,3.0,Poongavanapuram ,Chennai Central Railway Station,730 m ,"2,052",502,Chennai
Days Hotel Chennai OMR,4.3,Excellent,392.0,4.0,Kelambakkam ,city centre,35.3 km ,"2,767",565,Chennai
PP Residency,4.0,Very Good,421.0,,Chennai ,city centre,35.0 km ,"2,768",713,Chennai
Highnest | Rooms & Caretaker,3.5,Very Good,52.0,,Kattankolatur R.F. ,city centre,40.6 km ,"2,815",633,Chennai
Grand Elegant,3.9,Very Good,1064.0,,Poongavanapuram,,,"2,046",418,Chennai
Accord Chrome,4.5,Excellent,217.0,,Chromepet ,Chennai Airport,5.4 km ,"6,975","1,425",Chennai
AVENUE HOTEL -CHENNAI AIRPORT,3.6,Very Good,1338.0,,Pallavaram ,Chennai Airport,3.1 km ,"2,671",546,Chennai
La Woods hotel (1Km from us consulate chennai),4.0,Very Good,323.0,,Mount road,,,"3,360",403,Chennai
E Hotel,4.1,Very Good,590.0,4.0,Royapettah,,,"6,749",810,Chennai
Hotel Bakya Slot - Maraimalai Nagar,3.6,Very Good,210.0,3.0,Maraimalai Nagar ,city centre,37.4 km ,"2,046",484,Chennai
Pharos Hotels,4.3,Excellent,73.0,3.0,Nungambakkam,,,"4,650","1,100",Chennai
Al Noor Palace,4.0,Very Good,290.0,,Triplicane ,Marina Beach,1.8 km ,"2,093",428,Chennai
JS Five two By twinstar hotel,4.0,Very Good,68.0,,Raja Annamalai Puram,,,"3,794",976,Chennai
HOTEL HALEZ,4.3,Excellent,490.0,,Sholinganallur,,,"3,800",456,Chennai
Essentia Premier Hotel,4.1,Very Good,63.0,4.0,Thoraipakkam,,,"3,989",479,Chennai
ILARA Hotel & Spa,4.0,Very Good,785.0,3.0,Navallur,,,"2,650",576,Chennai
The Centrepoint OMR,3.8,Very Good,886.0,3.0,Sholinganallur,,,"3,322",723,Chennai
"KLASE HOTELS, GUINDY",3.3,Good,260.0,3.0,Mount road ,Chennai Airport,8.4 km ,"2,914",768,Chennai
Just Guest House,4.0,Very Good,745.0,,Pazhavanthangal ,Chennai Airport,4.0 km ,"3,149",811,Chennai
GRAND OLIVER,3.6,Very Good,490.0,,Poongavanapuram,,,"1,243",302,Chennai
"Pebbles Serviced Apartments
Like a 3",4.2,Very Good,179.0,,T Nagar,,,"2,349",547,Chennai
Mercure Chennai Sriperumbudur - An Accor Brand,4.2,Very Good,70.0,5.0,Oragadam ,city centre,43.0 km ,"5,900",,Chennai
ZAITH RESIDENCY,3.4,Good,243.0,,Thousand Lights,,,"2,355",635,Chennai
